asset,kit,waar_label,alt_label,sport,repeat,ok,model,label,confidence,attributes,polycount_impression,surface_finish,latency_ms,prompt_tokens,beeld_tokens,output_tokens,ruw
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat-shaded | faceted edges | matte diffuse | untextured solids | chunky primitives,low,"matte, untextured, slight soft shading",6662,25955,99,109,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""flat-shaded"", ""faceted edges"", ""matte diffuse"", ""untextured solids"", ""chunky primitives""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte, untextured, slight soft shading""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,256,1,1,claude-opus-5,stylised PBR,0.62,warm wood tones | soft baked shading | simple bevels | subtle fabric canopy | clean game-ready prop,medium,matte wood with light translucent cloth,5447,25955,99,111,"{""style_label"": ""stylised PBR"", ""confidence"": 0.62, ""attributes"": [""warm wood tones"", ""soft baked shading"", ""simple bevels"", ""subtle fabric canopy"", ""clean game-ready prop""], ""polycount_impression"": ""medium"", ""surface_finish"": ""matte wood with light translucent cloth""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,768,1,1,claude-opus-5,stylised PBR,0.82,soft rounded edges | smooth matte shading | chunky proportions | warm orange palette | clean studio lighting,medium,smooth matte plastic with soft highlights,5608,26639,783,104,"{""style_label"":""stylised PBR"",""confidence"":0.82,""attributes"":[""soft rounded edges"",""smooth matte shading"",""chunky proportions"",""warm orange palette"",""clean studio lighting""],""polycount_impression"":""medium"",""surface_finish"":""smooth matte plastic with soft highlights""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,192,1,1,claude-opus-5,low-poly flat-shaded,0.82,flat shading | hard edges | limited palette | simple forms | isometric render,low,"matte, untextured flat color fills",5465,25904,48,91,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""flat shading"",""hard edges"",""limited palette"",""simple forms"",""isometric render""],""polycount_impression"":""low"",""surface_finish"":""matte, untextured flat color fills""}"
A1_chest,kenney_survival-kit,low-poly flat-shaded,,768,3,1,claude-opus-5,low-poly flat-shaded,0.88,faceted | flat-shaded | untextured | chunky-silhouette | game-ready-prop,low,"matte diffuse, no texture or gloss",5225,26639,783,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted"",""flat-shaded"",""untextured"",""chunky-silhouette"",""game-ready-prop""],""polycount_impression"":""low"",""surface_finish"":""matte diffuse, no texture or gloss""}"
C5_tent,nature_kit,painterly-texture,,768,1,1,claude-opus-5,low-poly flat-shaded,0.88,faceted planes | flat solid color | minimal shading | untextured surfaces | hard silhouette edges,low,"matte flat diffuse, no specular or texture",5545,26639,783,113,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.88, ""attributes"": [""faceted planes"", ""flat solid color"", ""minimal shading"", ""untextured surfaces"", ""hard silhouette edges""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat diffuse, no specular or texture""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,256,2,1,claude-opus-5,low-poly flat-shaded,0.82,flat shading | faceted edges | matte diffuse | simple palette | hard normals,low,"matte untextured plastic, no specular highlights",4928,25955,99,106,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.82, ""attributes"": [""flat shading"", ""faceted edges"", ""matte diffuse"", ""simple palette"", ""hard normals""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured plastic, no specular highlights""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,512,2,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat matte shading | soft ambient occlusion | muted warm palette | stylised props,low,"matte untextured flat facets, no specular",5676,26216,360,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat matte shading"",""soft ambient occlusion"",""muted warm palette"",""stylised props""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat facets, no specular""}"
C5_tent,nature_kit,painterly-texture,,192,3,1,claude-opus-5,low-poly flat-shaded,0.72,flat matte green | faceted planes | simple silhouette | minimal detail | neutral studio light,low,"matte untextured fabric, no specular highlights",5024,25904,48,121,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""flat matte green"", ""faceted planes"", ""simple silhouette"", ""minimal detail"", ""neutral studio light""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured fabric, no specular highlights"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,768,3,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | minimal detail | chunky silhouette | untextured solids,low,"matte, flat-shaded, no texture detail",5669,26639,783,102,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""minimal detail"",""chunky silhouette"",""untextured solids""],""polycount_impression"":""low"",""surface_finish"":""matte, flat-shaded, no texture detail""}"
C4_stall,FantasyProps_glTF_1k,painterly-texture,,192,2,1,claude-opus-5,low-poly flat-shaded,0.72,faceted geometry | flat matte diffuse | muted wood palette | minimal detail | soft ambient occlusion,low,"matte untextured diffuse, no specular highlights",5455,25904,48,118,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.72, ""attributes"": [""faceted geometry"", ""flat matte diffuse"", ""muted wood palette"", ""minimal detail"", ""soft ambient occlusion""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte untextured diffuse, no specular highlights""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,1092,3,1,claude-opus-5,low-poly flat-shaded,0.92,faceted geometry | flat matte shading | soft ambient light | saturated solid colors | stylised game prop,low,"matte untextured, subtle gradient facets",5512,27376,1520,124,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.92,   ""attributes"": [""faceted geometry"", ""flat matte shading"", ""soft ambient light"", ""saturated solid colors"", ""stylised game prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured, subtle gradient facets"" }"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,512,2,1,claude-opus-5,low-poly flat-shaded,0.72,chamfered edges | flat grey metal | faceted silhouette | simple wood texture | game-ready prop,low,matte untextured metal with flat wood planks,5868,26216,360,124,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""chamfered edges"", ""flat grey metal"", ""faceted silhouette"", ""simple wood texture"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured metal with flat wood planks"" }"
C3_chest,FantasyProps_glTF_1k,painterly-texture,,512,3,1,claude-opus-5,low-poly flat-shaded,0.72,faceted planks | flat grey metal | chamfered bevels | simple wood texture | game-ready prop,low,"matte untextured metal, tiled wood diffuse",5896,26216,360,126,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""faceted planks"", ""flat grey metal"", ""chamfered bevels"", ""simple wood texture"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured metal, tiled wood diffuse"" }"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,768,2,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | soft gradient shading | chunky proportions | warm muted palette | untextured solids,low,"matte, smooth-shaded facets, no texture detail",5953,26639,783,108,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.82,""attributes"":[""faceted geometry"",""soft gradient shading"",""chunky proportions"",""warm muted palette"",""untextured solids""],""polycount_impression"":""low"",""surface_finish"":""matte, smooth-shaded facets, no texture detail""}"
B2_armchair,KayKit_Furniture_Bits,stylised PBR,toon-cel,256,3,1,claude-opus-5,stylised PBR,0.82,soft rounded edges | matte plastic shading | warm orange palette | clay-like volumes | soft studio lighting,medium,"smooth matte, slightly soft plastic sheen",6257,25955,99,127,"{   ""style_label"": ""stylised PBR"",   ""confidence"": 0.82,   ""attributes"": [""soft rounded edges"", ""matte plastic shading"", ""warm orange palette"", ""clay-like volumes"", ""soft studio lighting""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""smooth matte, slightly soft plastic sheen"" }"
A2_snowman,kenney_holidaykit,low-poly flat-shaded,,384,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted-geometry | flat-shading | minimal-palette | soft-studio-light | stylised-props,low,"matte untextured facets, subtle ambient shading",5474,26051,195,106,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted-geometry"",""flat-shading"",""minimal-palette"",""soft-studio-light"",""stylised-props""],""polycount_impression"":""low"",""surface_finish"":""matte untextured facets, subtle ambient shading""}"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,512,1,1,claude-opus-5,low-poly flat-shaded,0.9,faceted | flat shading | hard edges | untextured | chunky forms,low,"matte flat facets, no texture detail",5539,26216,360,99,"{""style_label"": ""low-poly flat-shaded"", ""confidence"": 0.9, ""attributes"": [""faceted"", ""flat shading"", ""hard edges"", ""untextured"", ""chunky forms""], ""polycount_impression"": ""low"", ""surface_finish"": ""matte flat facets, no texture detail""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,1568,3,1,claude-opus-5,painterly-texture,0.82,hand-painted wood grain | stylised fantasy prop | baked warm diffuse | matte non-metallic | game-ready asset,medium,matte hand-painted wood with dull metal fittings,5744,28991,3135,132,"{   ""style_label"": ""painterly-texture"",   ""confidence"": 0.82,   ""attributes"": [""hand-painted wood grain"", ""stylised fantasy prop"", ""baked warm diffuse"", ""matte non-metallic"", ""game-ready asset""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte hand-painted wood with dull metal fittings"" }"
B5_dishrack,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1092,1,1,claude-opus-5,low-poly flat-shaded,0.93,faceted geometry | flat shading | visible polygon edges | untextured solid colors | minimal palette,low,"matte flat facets, no texture detail",5988,27376,1520,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.93,""attributes"":[""faceted geometry"",""flat shading"",""visible polygon edges"",""untextured solid colors"",""minimal palette""],""polycount_impression"":""low"",""surface_finish"":""matte flat facets, no texture detail""}"
B1_table,KayKit_Dungeon_Pack,stylised PBR,toon-cel,256,3,1,claude-opus-5,low-poly flat-shaded,0.86,faceted geometry | flat matte colors | soft ambient occlusion | muted pastel palette | game-ready prop,low,"matte untextured facets, no specular highlights",7626,25955,99,127,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.86,   ""attributes"": [""faceted geometry"", ""flat matte colors"", ""soft ambient occlusion"", ""muted pastel palette"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte untextured facets, no specular highlights"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,2576,1,1,claude-opus-5,low-poly flat-shaded,0.95,faceted planes | flat shading | limited palette | hard polygon edges | stylised silhouette,low,"matte untextured, flat diffuse facets",8394,30661,4805,101,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.95,""attributes"":[""faceted planes"",""flat shading"",""limited palette"",""hard polygon edges"",""stylised silhouette""],""polycount_impression"":""low"",""surface_finish"":""matte untextured, flat diffuse facets""}"
C1_bookcase,FantasyProps_glTF_1k,painterly-texture,,2576,2,1,claude-opus-5,painterly-texture,0.82,hand-painted wood grain | warm brown palette | baked-in shading | stylised metal fittings | game-ready prop,low,"matte hand-painted diffuse, no specular response",8061,30661,4805,126,"{   ""style_label"": ""painterly-texture"",   ""confidence"": 0.82,   ""attributes"": [""hand-painted wood grain"", ""warm brown palette"", ""baked-in shading"", ""stylised metal fittings"", ""game-ready prop""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte hand-painted diffuse, no specular response"" }"
A5_cart,Modular Village,low-poly flat-shaded,,256,3,1,claude-opus-5,low-poly flat-shaded,0.72,monochrome beige | flat matte | faceted planks | untextured clay | soft ambient occlusion,medium,"matte untextured clay, no specular highlights",5277,25955,99,123,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.72,   ""attributes"": [""monochrome beige"", ""flat matte"", ""faceted planks"", ""untextured clay"", ""soft ambient occlusion""],   ""polycount_impression"": ""medium"",   ""surface_finish"": ""matte untextured clay, no specular highlights"" }"
A3_birch,Ultimate_Nature_Pack_by_Quaternius,low-poly flat-shaded,,256,1,1,claude-opus-5,low-poly flat-shaded,0.94,faceted-planes | flat-shading | untextured-solid-color | minimal-geometry | stylised-tree,low,"matte flat-shaded, no texture detail",5163,25955,99,106,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.94,""attributes"":[""faceted-planes"",""flat-shading"",""untextured-solid-color"",""minimal-geometry"",""stylised-tree""],""polycount_impression"":""low"",""surface_finish"":""matte flat-shaded, no texture detail""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,2576,2,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat gradients | untextured | hard facet edges | stylised gem clusters,low,"matte flat-shaded, smooth untextured gradients",8493,30661,4805,125,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.88,   ""attributes"": [""faceted geometry"", ""flat gradients"", ""untextured"", ""hard facet edges"", ""stylised gem clusters""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte flat-shaded, smooth untextured gradients"" }"
B3_cabinet,KayKit_Furniture_Bits,stylised PBR,toon-cel,2576,2,1,claude-opus-5,low-poly flat-shaded,0.82,faceted geometry | chamfered edges | warm pastel palette | soft gradient shading | texture-free solid colors,low,"matte, untextured, softly shaded diffuse surfaces",7723,30661,4805,133,"{   ""style_label"": ""low-poly flat-shaded"",   ""confidence"": 0.82,   ""attributes"": [""faceted geometry"", ""chamfered edges"", ""warm pastel palette"", ""soft gradient shading"", ""texture-free solid colors""],   ""polycount_impression"": ""low"",   ""surface_finish"": ""matte, untextured, softly shaded diffuse surfaces"" }"
C2_cauldron,FantasyProps_glTF_1k,painterly-texture,,1568,3,1,claude-opus-5,stylised PBR,0.62,faceted silhouette | soft matte metal | subtle worn highlights | game-ready prop | muted grey palette,low,matte cast-iron with faint scuffed sheen,7018,28991,3135,106,"{""style_label"":""stylised PBR"",""confidence"":0.62,""attributes"":[""faceted silhouette"",""soft matte metal"",""subtle worn highlights"",""game-ready prop"",""muted grey palette""],""polycount_impression"":""low"",""surface_finish"":""matte cast-iron with faint scuffed sheen""}"
B4_crate,KayKit_Restaurant_Bits,stylised PBR,toon-cel,1092,2,1,claude-opus-5,low-poly flat-shaded,0.88,faceted geometry | flat gradients | untextured solids | chunky silhouettes | game-ready prop,low,matte untextured flat-shaded solid color,7054,27376,1520,104,"{""style_label"":""low-poly flat-shaded"",""confidence"":0.88,""attributes"":[""faceted geometry"",""flat gradients"",""untextured solids"",""chunky silhouettes"",""game-ready prop""],""polycount_impression"":""low"",""surface_finish"":""matte untextured flat-shaded solid color""}"
